display_name,fleet_id,model_name,rating,rating_lower,rating_upper,variance,vote_count,rank,category,leaderboard_publish_date
GPT 5.5,gpt-5.5,gpt-5.5,1498.5748181193499,1485.8737410561168,1511.275895182583,41.993775306704535,2603.0,12,industry_mathematical,2026-07-21
Opus 4.8,claude-opus-4-8,claude-opus-4-8,1484.4924579685492,1469.0718668375546,1499.913049099544,61.90216840235281,1595.0,23,industry_mathematical,2026-07-21
Sonnet 5 high,claude-sonnet-5-high,claude-sonnet-5-high,1483.3940012334754,1461.165601752542,1505.6224007144087,128.62346482076376,698.0,25,industry_mathematical,2026-07-21
GPT 5.3 chat (not Spark),gpt-5.3-chat-latest,gpt-5.3-chat-latest,1425.6283083813032,1411.1107837641348,1440.1458329984716,54.864188540750426,1850.0,96,industry_mathematical,2026-07-21
Opus 4.6 thinking,claude-opus-4-6-thinking,claude-opus-4-6-thinking,1519.7476953651767,1510.0084959730502,1529.4868947573032,24.691662523784984,4698.0,1,industry_medicine_and_healthcare,2026-07-21
Opus 4.6,claude-opus-4-6,claude-opus-4-6,1515.5330785559868,1505.8488293654846,1525.217327746489,24.413819530882506,4833.0,5,industry_medicine_and_healthcare,2026-07-21
Fable 5,claude-fable-5,claude-fable-5,1509.495752790624,1489.6335523032726,1529.357953277975,102.69718526579243,983.0,6,industry_medicine_and_healthcare,2026-07-21
Opus 4.8 thinking,claude-opus-4-8-thinking,claude-opus-4-8-thinking,1495.9467578747767,1482.9013164539642,1508.9921992955888,44.30180038558619,2304.0,13,industry_medicine_and_healthcare,2026-07-21
Opus 4.8,claude-opus-4-8,claude-opus-4-8,1494.7266878711303,1481.640198458782,1507.8131772834786,44.581033699213435,2364.0,16,industry_medicine_and_healthcare,2026-07-21
GPT 5.5,gpt-5.5,gpt-5.5,1483.2681427284178,1472.1868057816714,1494.3494796751647,31.965988510881708,3497.0,35,industry_medicine_and_healthcare,2026-07-21
GPT 5.3 chat (not Spark),gpt-5.3-chat-latest,gpt-5.3-chat-latest,1480.4064823826288,1467.6489815660348,1493.1639831992225,42.36771359063711,2455.0,38,industry_medicine_and_healthcare,2026-07-21
GPT 5.5 high,gpt-5.5-high,gpt-5.5-high,1478.776408061136,1467.7339480294409,1489.8188680928315,31.742087900229812,3470.0,40,industry_medicine_and_healthcare,2026-07-21
Sol xHigh,gpt-5.6-sol-xhigh,gpt-5.6-sol-xhigh,1468.6480373049426,1440.075341218795,1497.2207333910906,212.52315845047647,447.0,60,industry_medicine_and_healthcare,2026-07-21
Sonnet 5 high,claude-sonnet-5-high,claude-sonnet-5-high,1467.7381307674036,1447.5716054062718,1487.9046561285359,105.86830788093611,932.0,64,industry_medicine_and_healthcare,2026-07-21
Fable 5,claude-fable-5,claude-fable-5,1541.1292568801841,1532.5190173205892,1549.739496439779,19.298976960064373,5684.0,2,industry_software_and_it_services,2026-07-21
Opus 4.6 thinking,claude-opus-4-6-thinking,claude-opus-4-6-thinking,1539.2740236457516,1533.9768820095387,1544.571165281964,7.304441053211271,23869.0,3,industry_software_and_it_services,2026-07-21
Opus 4.6,claude-opus-4-6,claude-opus-4-6,1535.854652388578,1530.7166156095232,1540.9926891676332,6.872238692422562,26181.0,4,industry_software_and_it_services,2026-07-21
Opus 4.8 thinking,claude-opus-4-8-thinking,claude-opus-4-8-thinking,1521.610468814481,1514.6726992814674,1528.5482383474946,12.529783173496316,12188.0,7,industry_software_and_it_services,2026-07-21
Sol xHigh,gpt-5.6-sol-xhigh,gpt-5.6-sol-xhigh,1516.9316087141342,1504.7418029412465,1529.1214144870223,38.68097296273603,2521.0,9,industry_software_and_it_services,2026-07-21
Opus 4.8,claude-opus-4-8,claude-opus-4-8,1514.2176350666355,1507.321472842984,1521.113797290287,12.379946170117762,12533.0,11,industry_software_and_it_services,2026-07-21
Sonnet 5 high,claude-sonnet-5-high,claude-sonnet-5-high,1511.517800582587,1502.827550807408,1520.2080503577663,19.659312953758196,5431.0,17,industry_software_and_it_services,2026-07-21
GPT 5.5 high,gpt-5.5-high,gpt-5.5-high,1510.4082325443555,1504.4025257806666,1516.413939308044,9.389275120460034,18084.0,20,industry_software_and_it_services,2026-07-21
GPT 5.5,gpt-5.5,gpt-5.5,1503.6079313577775,1497.6405429936085,1509.575319721946,9.269843970989712,18827.0,28,industry_software_and_it_services,2026-07-21
GPT 5.3 chat (not Spark),gpt-5.3-chat-latest,gpt-5.3-chat-latest,1488.6500697949,1482.378887126477,1494.9212524633235,10.237707573194363,12828.0,52,industry_software_and_it_services,2026-07-21
Fable 5,claude-fable-5,claude-fable-5,1514.4336726733404,1504.0640809157312,1524.8032644309496,27.991562122237706,3784.0,1,industry_writing_and_literature_and_language,2026-07-21
Opus 4.6 thinking,claude-opus-4-6-thinking,claude-opus-4-6-thinking,1499.9222016465994,1493.867387957969,1505.9770153352297,9.543449641196764,15620.0,2,industry_writing_and_literature_and_language,2026-07-21
Opus 4.6,claude-opus-4-6,claude-opus-4-6,1489.2147012790097,1483.2806640689996,1495.1487384890193,9.166517006530924,15944.0,4,industry_writing_and_literature_and_language,2026-07-21
Sol xHigh,gpt-5.6-sol-xhigh,gpt-5.6-sol-xhigh,1482.655384968282,1467.0757659045532,1498.2350040320107,63.185508813300736,1535.0,7,industry_writing_and_literature_and_language,2026-07-21
Opus 4.8 thinking,claude-opus-4-8-thinking,claude-opus-4-8-thinking,1476.8358738077616,1468.91695639388,1484.7547912216432,16.32433300340503,7776.0,11,industry_writing_and_literature_and_language,2026-07-21
GPT 5.5 high,gpt-5.5-high,gpt-5.5-high,1470.6099365533264,1463.5813062650263,1477.6385668416265,12.860125810403066,11375.0,14,industry_writing_and_literature_and_language,2026-07-21
GPT 5.5,gpt-5.5,gpt-5.5,1467.1848956622669,1460.1755754725084,1474.194215852025,12.789560376877008,11699.0,15,industry_writing_and_literature_and_language,2026-07-21
Opus 4.8,claude-opus-4-8,claude-opus-4-8,1466.76098801043,1458.88033320388,1474.64164281698,16.166962364776303,7985.0,16,industry_writing_and_literature_and_language,2026-07-21
Sonnet 5 high,claude-sonnet-5-high,claude-sonnet-5-high,1444.4031816847514,1433.7265508948883,1455.0798124746148,29.67373863517291,3352.0,46,industry_writing_and_literature_and_language,2026-07-21
GPT 5.3 chat (not Spark),gpt-5.3-chat-latest,gpt-5.3-chat-latest,1426.9840401083593,1419.4919454131204,1434.4761348035981,14.612022552485204,7589.0,58,industry_writing_and_literature_and_language,2026-07-21
Fable 5,claude-fable-5,claude-fable-5,1513.2062944580941,1504.0664627701392,1522.346126146049,21.74604159079562,5041.0,1,instruction_following,2026-07-21
Opus 4.6 thinking,claude-opus-4-6-thinking,claude-opus-4-6-thinking,1513.1146534586544,1507.400104829331,1518.829202087978,8.500954340831264,19642.0,2,instruction_following,2026-07-21
Opus 4.6,claude-opus-4-6,claude-opus-4-6,1498.6475605316216,1493.1915796211172,1504.103541442126,7.749068540167075,21634.0,4,instruction_following,2026-07-21
Opus 4.8 thinking,claude-opus-4-8-thinking,claude-opus-4-8-thinking,1494.4248239497583,1487.2212722556783,1501.6283756438386,13.508190359803976,10441.0,5,instruction_following,2026-07-21
Sol xHigh,gpt-5.6-sol-xhigh,gpt-5.6-sol-xhigh,1485.3192392665112,1471.8204546687791,1498.8180238642433,47.43437171169308,2055.0,7,instruction_following,2026-07-21
GPT 5.5 high,gpt-5.5-high,gpt-5.5-high,1477.9212717059852,1471.502283976188,1484.3402594357826,10.72597817613574,15275.0,14,instruction_following,2026-07-21
Opus 4.8,claude-opus-4-8,claude-opus-4-8,1477.6357112462438,1470.4035475606227,1484.8678749318647,13.615710597715983,10733.0,15,instruction_following,2026-07-21
GPT 5.5,gpt-5.5,gpt-5.5,1471.477809359104,1465.1468419102412,1477.8087768079668,10.433835349904506,15888.0,19,instruction_following,2026-07-21
Sonnet 5 high,claude-sonnet-5-high,claude-sonnet-5-high,1460.2414760811223,1450.9460531151872,1469.5368990470577,22.49272793194356,4571.0,32,instruction_following,2026-07-21
GPT 5.3 chat (not Spark),gpt-5.3-chat-latest,gpt-5.3-chat-latest,1434.059270152552,1427.3614557446213,1440.7570845604826,11.678042102499719,10564.0,64,instruction_following,2026-07-21
Fable 5,claude-fable-5,claude-fable-5,1547.205638996106,1501.2388853759523,1593.1723926162597,550.0364671341497,166.0,1,japanese,2026-07-21
GPT 5.5 high,gpt-5.5-high,gpt-5.5-high,1517.697184616734,1488.295021445864,1547.0993477876038,225.04138127667002,505.0,2,japanese,2026-07-21
GPT 5.5,gpt-5.5,gpt-5.5,1488.4988153728832,1457.1282281180338,1519.8694026277328,256.1822970514907,439.0,8,japanese,2026-07-21
Opus 4.6 thinking,claude-opus-4-6-thinking,claude-opus-4-6-thinking,1485.774852528868,1459.7871592686772,1511.762545789059,175.80826256618292,647.0,10,japanese,2026-07-21
Opus 4.6,claude-opus-4-6,claude-opus-4-6,1482.9802695578662,1457.206315527202,1508.7542235885305,172.92823830264555,670.0,11,japanese,2026-07-21
Sonnet 5 high,claude-sonnet-5-high,claude-sonnet-5-high,1477.2572616353987,1430.443816363739,1524.0707069070586,570.4860472268982,163.0,12,japanese,2026-07-21
Opus 4.8 thinking,claude-opus-4-8-thinking,claude-opus-4-8-thinking,1455.5886820791009,1422.9302372684267,1488.247126889775,277.64817149832913,374.0,21,japanese,2026-07-21
Opus 4.8,claude-opus-4-8,claude-opus-4-8,1452.5558271525936,1420.0739394616542,1485.037714843533,274.65425954407567,350.0,22,japanese,2026-07-21
GPT 5.3 chat (not Spark),gpt-5.3-chat-latest,gpt-5.3-chat-latest,1420.0120723862779,1378.8657786845408,1461.1583660880146,440.722539122175,246.0,45,japanese,2026-07-21
Fable 5,claude-fable-5,claude-fable-5,1502.4061320115763,1464.5711652728046,1540.2410987503483,372.6409093369658,284.0,1,korean,2026-07-21
Opus 4.6,claude-opus-4-6,claude-opus-4-6,1455.6308749585105,1436.2547458416848,1475.0070040753365,97.73224107711947,1183.0,9,korean,2026-07-21
GPT 5.5 high,gpt-5.5-high,gpt-5.5-high,1454.9764928734674,1430.9412182077658,1479.0117675391689,150.38412624486443,686.0,10,korean,2026-07-21
Opus 4.8,claude-opus-4-8,claude-opus-4-8,1445.7074996767499,1417.519896512057,1473.895102841443,206.83313534170662,482.0,14,korean,2026-07-21
Opus 4.6 thinking,claude-opus-4-6-thinking,claude-opus-4-6-thinking,1442.3095702854157,1421.9433749387551,1462.6757656320763,107.97510327688138,1039.0,15,korean,2026-07-21
Opus 4.8 thinking,claude-opus-4-8-thinking,claude-opus-4-8-thinking,1432.3523479695664,1404.5876089261494,1460.1170870129833,200.67395490386912,514.0,24,korean,2026-07-21
GPT 5.5,gpt-5.5,gpt-5.5,1420.7732099868135,1397.5693018716595,1443.9771181019678,140.16064650127598,761.0,37,korean,2026-07-21
Sonnet 5 high,claude-sonnet-5-high,claude-sonnet-5-high,1420.5566472572195,1378.1695019642816,1462.9437925501577,467.70515315845495,210.0,38,korean,2026-07-21
GPT 5.3 chat (not Spark),gpt-5.3-chat-latest,gpt-5.3-chat-latest,1417.479599040624,1390.1976403421259,1444.7615577391218,193.75588940767608,549.0,39,korean,2026-07-21
Opus 4.6 thinking,claude-opus-4-6-thinking,claude-opus-4-6-thinking,1524.216715705145,1518.7065166070881,1529.7269148032017,7.903844741654432,25225.0,1,longer_query,2026-07-21
Fable 5,claude-fable-5,claude-fable-5,1521.9117333701781,1513.3150790259772,1530.508387714379,19.23812524438672,6403.0,2,longer_query,2026-07-21
Opus 4.6,claude-opus-4-6,claude-opus-4-6,1517.3052089826344,1511.9618605919811,1522.648557373288,7.432429542155064,27496.0,3,longer_query,2026-07-21
Opus 4.8 thinking,claude-opus-4-8-thinking,claude-opus-4-8-thinking,1505.9947724650624,1499.0183946879217,1512.971150242203,12.66962608767129,13815.0,6,longer_query,2026-07-21
Opus 4.8,claude-opus-4-8,claude-opus-4-8,1499.6278102484282,1492.6319408448346,1506.623679652022,12.740521504092097,14331.0,8,longer_query,2026-07-21
Sol xHigh,gpt-5.6-sol-xhigh,gpt-5.6-sol-xhigh,1487.5113962574999,1475.3891032700594,1499.6336892449401,38.253693227614164,2673.0,17,longer_query,2026-07-21
GPT 5.5 high,gpt-5.5-high,gpt-5.5-high,1485.9858463922046,1479.8930307502553,1492.078662034154,9.663621082387046,20123.0,18,longer_query,2026-07-21
Sonnet 5 high,claude-sonnet-5-high,claude-sonnet-5-high,1480.6467763159453,1471.9727945803868,1489.3207580515036,19.585777867379154,5964.0,27,longer_query,2026-07-21
GPT 5.5,gpt-5.5,gpt-5.5,1480.3202082762648,1474.284734367484,1486.355682185046,9.482581228605792,21017.0,28,longer_query,2026-07-21
GPT 5.3 chat (not Spark),gpt-5.3-chat-latest,gpt-5.3-chat-latest,1455.611817760338,1449.1358547607288,1462.0877807599472,10.917231898044982,12494.0,56,longer_query,2026-07-21
Fable 5,claude-fable-5,claude-fable-5,1542.7401759030977,1521.3958957497055,1564.08445605649,118.59512662540399,761.0,1,math,2026-07-21
Opus 4.6 thinking,claude-opus-4-6-thinking,claude-opus-4-6-thinking,1518.4799267407766,1507.531927576521,1529.4279259050325,31.20134597170754,3277.0,3,math,2026-07-21
Opus 4.6,claude-opus-4-6,claude-opus-4-6,1502.1399640096545,1491.7735340746385,1512.5063939446702,27.974494746288883,3706.0,6,math,2026-07-21
GPT 5.5,gpt-5.5,gpt-5.5,1497.1305978823495,1484.4828905389918,1509.778305225707,41.641602450997425,2436.0,8,math,2026-07-21
Opus 4.8 thinking,claude-opus-4-8-thinking,claude-opus-4-8-thinking,1496.6957209064878,1481.4472343204284,1511.9442074925475,60.528136319634676,1515.0,9,math,2026-07-21
GPT 5.5 high,gpt-5.5-high,gpt-5.5-high,1490.0714173492709,1477.583071691323,1502.5597630072186,40.59884136521975,2363.0,14,math,2026-07-21
Sol xHigh,gpt-5.6-sol-xhigh,gpt-5.6-sol-xhigh,1483.4141234067947,1451.2340954708059,1515.5941513427833,269.5731612122012,301.0,17,math,2026-07-21
Opus 4.8,claude-opus-4-8,claude-opus-4-8,1476.1249317322288,1460.945741380121,1491.3041220843363,59.97925020159021,1532.0,22,math,2026-07-21
Sonnet 5 high,claude-sonnet-5-high,claude-sonnet-5-high,1467.724623583857,1444.6202357891575,1490.8290113785565,138.96094173707843,617.0,34,math,2026-07-21
GPT 5.3 chat (not Spark),gpt-5.3-chat-latest,gpt-5.3-chat-latest,1426.4075864058887,1412.9491087919191,1439.866064019858,47.15151929000488,2041.0,87,math,2026-07-21
Fable 5,claude-fable-5,claude-fable-5,1517.5285631177026,1504.9028867620266,1530.1542394733783,41.49665813922965,2461.0,3,multi_turn,2026-07-21
Opus 4.6 thinking,claude-opus-4-6-thinking,claude-opus-4-6-thinking,1517.4906258377384,1510.5858574406489,1524.395394234828,12.41086494552959,10820.0,4,multi_turn,2026-07-21
Opus 4.6,claude-opus-4-6,claude-opus-4-6,1511.2363022726931,1504.5752428791616,1517.8973616662247,11.550224619129956,11810.0,5,multi_turn,2026-07-21
Opus 4.8 thinking,claude-opus-4-8-thinking,claude-opus-4-8-thinking,1505.930691929239,1496.8855076239868,1514.9758762344914,21.297991969935413,5534.0,7,multi_turn,2026-07-21
Opus 4.8,claude-opus-4-8,claude-opus-4-8,1498.8709915983748,1489.9789165505713,1507.7630666461782,20.58306553484828,5824.0,9,multi_turn,2026-07-21
GPT 5.5 high,gpt-5.5-high,gpt-5.5-high,1489.2745348573594,1481.2540452793407,1497.295024435378,16.74578749212839,7873.0,15,multi_turn,2026-07-21
GPT 5.5,gpt-5.5,gpt-5.5,1480.587244249201,1472.693310988656,1488.4811775097457,16.221489082805302,8277.0,28,multi_turn,2026-07-21
Sol xHigh,gpt-5.6-sol-xhigh,gpt-5.6-sol-xhigh,1480.222554596858,1461.1463455591702,1499.2987636345456,94.7300929764499,1035.0,29,multi_turn,2026-07-21
Sonnet 5 high,claude-sonnet-5-high,claude-sonnet-5-high,1467.8629396216138,1455.3148244765553,1480.4110547666724,40.9883851534291,2400.0,49,multi_turn,2026-07-21
GPT 5.3 chat (not Spark),gpt-5.3-chat-latest,gpt-5.3-chat-latest,1466.708447214267,1458.4300667351552,1474.9868276933787,17.839989065548785,6182.0,51,multi_turn,2026-07-21
Fable 5,claude-fable-5,claude-fable-5,1498.5626886545979,1490.9188775922894,1506.2064997169068,15.20980707681065,8005.0,1,non_english,2026-07-21
Opus 4.6 thinking,claude-opus-4-6-thinking,claude-opus-4-6-thinking,1488.7431298130095,1484.109532076554,1493.3767275494647,5.589081904932324,33998.0,3,non_english,2026-07-21
Opus 4.6,claude-opus-4-6,claude-opus-4-6,1484.6812928984818,1480.1390805047158,1489.2235052922479,5.370796458610543,35472.0,4,non_english,2026-07-21
GPT 5.5 high,gpt-5.5-high,gpt-5.5-high,1475.2115104123413,1469.7598758506574,1480.6631449740253,7.73672731672733,24205.0,11,non_english,2026-07-21
Opus 4.8 thinking,claude-opus-4-8-thinking,claude-opus-4-8-thinking,1472.7414553412814,1466.4161862538826,1479.0667244286797,10.415061281528942,16561.0,13,non_english,2026-07-21
Sol xHigh,gpt-5.6-sol-xhigh,gpt-5.6-sol-xhigh,1471.9859833444812,1462.0273264887142,1481.9446402002482,25.816975008727223,3727.0,14,non_english,2026-07-21
GPT 5.5,gpt-5.5,gpt-5.5,1466.5231023958495,1461.1283316729737,1471.9178731187253,7.576171582424677,24935.0,21,non_english,2026-07-21
Opus 4.8,claude-opus-4-8,claude-opus-4-8,1462.8699918709463,1456.5175380871237,1469.2224456547688,10.504777210734622,16802.0,25,non_english,2026-07-21
Sonnet 5 high,claude-sonnet-5-high,claude-sonnet-5-high,1449.8386922342152,1442.1683275910837,1457.5090568773462,15.315664310040829,7437.0,40,non_english,2026-07-21
GPT 5.3 chat (not Spark),gpt-5.3-chat-latest,gpt-5.3-chat-latest,1442.2674500133962,1436.755794656472,1447.7791053703204,7.9080230171567205,17523.0,49,non_english,2026-07-21
Fable 5,claude-fable-5,claude-fable-5,1506.4166789550234,1470.2527083618572,1542.5806495481895,340.45211210335776,254.0,2,polish,2026-07-21
Opus 4.6 thinking,claude-opus-4-6-thinking,claude-opus-4-6-thinking,1499.7584611427037,1482.573806941248,1516.9431153441594,76.8750502889022,1263.0,4,polish,2026-07-21
Opus 4.6,claude-opus-4-6,claude-opus-4-6,1499.596364601386,1481.8167684776188,1517.3759607251534,82.29010203659098,1254.0,5,polish,2026-07-21
Opus 4.8 thinking,claude-opus-4-8-thinking,claude-opus-4-8-thinking,1497.5027448697222,1472.855501770543,1522.149987968901,158.13955602425432,583.0,7,polish,2026-07-21
Opus 4.8,claude-opus-4-8,claude-opus-4-8,1489.3414850430415,1465.6817719904182,1513.0011980956651,145.72120849425983,578.0,12,polish,2026-07-21
GPT 5.5 high,gpt-5.5-high,gpt-5.5-high,1478.9198001695163,1457.8043028912796,1500.035297447753,116.06638158017711,817.0,22,polish,2026-07-21
GPT 5.3 chat (not Spark),gpt-5.3-chat-latest,gpt-5.3-chat-latest,1470.108599629182,1447.7888928316243,1492.42830642674,129.68232507017618,727.0,26,polish,2026-07-21
GPT 5.5,gpt-5.5,gpt-5.5,1466.5713139753873,1446.065363645826,1487.0772643049486,109.46206078097484,898.0,31,polish,2026-07-21
Sonnet 5 high,claude-sonnet-5-high,claude-sonnet-5-high,1441.3582596654592,1403.086428472002,1479.6300908589164,381.2960469626534,201.0,60,polish,2026-07-21
Fable 5,claude-fable-5,claude-fable-5,1521.311095203812,1504.8383133152363,1537.783877092388,70.63788935776161,1371.0,1,russian,2026-07-21
Opus 4.6,claude-opus-4-6,claude-opus-4-6,1509.2406608298074,1501.2053838059828,1517.2759378536323,16.807593121078813,7018.0,3,russian,2026-07-21
Opus 4.6 thinking,claude-opus-4-6-thinking,claude-opus-4-6-thinking,1503.9717052214658,1495.7806286216942,1512.162781821237,17.465691810071423,6636.0,6,russian,2026-07-21
Opus 4.8 thinking,claude-opus-4-8-thinking,claude-opus-4-8-thinking,1498.4691425804274,1487.324661361549,1509.6136237993055,32.33132709085938,3195.0,9,russian,2026-07-21
Sol xHigh,gpt-5.6-sol-xhigh,gpt-5.6-sol-xhigh,1490.055232767457,1466.5338856536664,1513.5765798812474,144.0217885629842,621.0,14,russian,2026-07-21
Opus 4.8,claude-opus-4-8,claude-opus-4-8,1487.792844526697,1476.5954083026259,1498.9902807507685,32.63931330376431,3160.0,16,russian,2026-07-21
GPT 5.5 high,gpt-5.5-high,gpt-5.5-high,1485.6742197104766,1476.112051238412,1495.236388182541,23.802172600570227,4693.0,18,russian,2026-07-21
GPT 5.5,gpt-5.5,gpt-5.5,1478.9855420304561,1469.48578448633,1488.485299574582,23.492479708756346,4730.0,23,russian,2026-07-21
Sonnet 5 high,claude-sonnet-5-high,claude-sonnet-5-high,1461.4533462851316,1445.20629799281,1477.700394577453,68.71519142442068,1350.0,39,russian,2026-07-21
GPT 5.3 chat (not Spark),gpt-5.3-chat-latest,gpt-5.3-chat-latest,1459.5078513979945,1448.9645974426348,1470.0511053533542,28.936976590346788,3544.0,42,russian,2026-07-21
Fable 5,claude-fable-5,claude-fable-5,1511.4210441798327,1484.2642813557327,1538.5778070039328,191.9816927651367,535.0,1,spanish,2026-07-21
Opus 4.6,claude-opus-4-6,claude-opus-4-6,1502.2366409111767,1487.4064057609687,1517.0668760613846,57.25321677943328,2168.0,3,spanish,2026-07-21
Opus 4.6 thinking,claude-opus-4-6-thinking,claude-opus-4-6-thinking,1494.2836341563102,1479.272531793265,1509.2947365193554,58.658234975718564,2068.0,4,spanish,2026-07-21
Opus 4.8 thinking,claude-opus-4-8-thinking,claude-opus-4-8-thinking,1482.2145903756991,1461.153593926589,1503.2755868248094,115.46800112496804,923.0,8,spanish,2026-07-21
Opus 4.8,claude-opus-4-8,claude-opus-4-8,1467.6977539994925,1447.6354963541016,1487.7600116448837,104.77638850683337,1001.0,21,spanish,2026-07-21
GPT 5.5,gpt-5.5,gpt-5.5,1463.9639014925076,1446.339283199771,1481.5885197852442,80.86177269200476,1428.0,31,spanish,2026-07-21
GPT 5.5 high,gpt-5.5-high,gpt-5.5-high,1460.536068681788,1442.8781722742958,1478.19396508928,81.16742104797116,1365.0,33,spanish,2026-07-21
Sonnet 5 high,claude-sonnet-5-high,claude-sonnet-5-high,1456.0734731502944,1426.2165678383371,1485.9303784622514,232.05631933498043,419.0,38,spanish,2026-07-21
GPT 5.3 chat (not Spark),gpt-5.3-chat-latest,gpt-5.3-chat-latest,1438.0965635467358,1418.966133948897,1457.2269931445744,95.26936345805575,1175.0,62,spanish,2026-07-21
Sol xHigh,gpt-5.6-sol-xhigh,gpt-5.6-sol-xhigh,1430.1241956399363,1387.042640518141,1473.2057507617317,483.155092464825,209.0,70,spanish,2026-07-21
