project_id	scope	par_number	status	worker_session_id	worker_row_exists	worker_name	worker_status	worker_task_id	matching_main_prefix_count	linked_git_commit_count	linked_sha_reachable_count
/home/kesha/orchestra	/home/kesha/orchestra	224	done	bbcc2d11-de09-4bdd-aaa8-2806d49d324c	1	fix-secrets-argv	idle		5	3	0
/home/kesha/orchestra	/home/kesha/orchestra	225	done	02ed84b8-148d-4433-b9bd-8e6aa2390722	1	luna-wip-diff	archived		1	1	0
/home/kesha/orchestra	/home/kesha/orchestra	226	done	f1f54258-a5c5-454e-ba01-b712098ce93a	1	fix-codex-cost-turnend	archived		1	1	0
/home/kesha/orchestra	/home/kesha/orchestra	227	done	d2bacb03-ba1a-467b-abf5-37dc212a3741	1	fix-model-gate	running		4	1	1
/home/kesha/orchestra	/home/kesha/orchestra	228	done	b9885b82-ec70-4b65-94fd-147511b93a73	1	impl-enforcement-hook	archived		7	7	0
/home/kesha/orchestra	/home/kesha/orchestra	229	new		0				0	0	0
/home/kesha/orchestra	/home/kesha/orchestra	230	new		0				14	7	0
/home/kesha/orchestra	/home/kesha/orchestra	231	in_progress	a0429b13-9d78-4587-9463-56c5ed52a391	1	fan231-c	archived	231	6	9	1
/home/kesha/orchestra	/home/kesha/orchestra	232	in_progress	30c0d20e-74ec-4307-aab2-dedddb4b1a1b	1	bench-grok	idle		3	2	0
/home/kesha/orchestra	/home/kesha/orchestra	233	done	c3a8cb10-4c2a-41a1-a20c-e8398234131d	1	impl-bash-hook-flag	archived		1	2	0
/home/kesha/orchestra	/home/kesha/orchestra	234	new		0				1	0	0
/home/kesha/orchestra	/home/kesha/orchestra	235	in_progress	6b8a30e1-35eb-4efb-8770-91c50006097b	1	fix-test-prod-db	archived		2	2	1
/home/kesha/orchestra	/home/kesha/orchestra	236	new		0				0	0	0
/home/kesha/orchestra	/home/kesha/orchestra	237	new		0				0	0	0
/home/kesha/orchestra	/home/kesha/orchestra	238	in_progress	4b9edf36-4b30-4f57-aff1-adaec0ab28f2	1	loopx238-runtime	archived	238	3	2	0
/home/kesha/orchestra	/home/kesha/orchestra	239	done		0				1	1	1
/home/kesha/orchestra	/home/kesha/orchestra	240	new		0				0	0	0
/home/kesha/orchestra	/home/kesha/orchestra	241	new		0				0	0	0
/home/kesha/orchestra	/home/kesha/orchestra	242	new		0				0	0	0
/home/kesha/orchestra	/home/kesha/orchestra	245	new		0				0	0	0
/home/kesha/orchestra	/home/kesha/orchestra	246	new		0				2	0	0
/home/kesha/orchestra	/home/kesha/orchestra	247	new		0				0	0	0
/home/kesha/orchestra	/home/kesha/orchestra	248	in_progress	a62aebd2-57d4-4737-83f7-a15e7adedc72	1	research-taskmanager	running	248	0	0	0
Orchestra		1	in_progress		0					0	0
Seedon		1	in_progress		0					0	0
Seedon		2	in_progress		0					0	0
dnd-game-master	/home/kesha/projects/dnd-game-master	1	done	bcbdfb07-cbdc-4cda-ba02-ffd14e7c5250	1	fix-ws-auth-tests	archived		1	1	1
kesha-tg-bot	/home/kesha/projects/kesha-tg-bot	1	done	f023957d-c7fc-4eed-b0c7-9296e9fbead7	1	fix-image-json-buffer	archived	1	1	0	0
kesha-tg-bot	/home/kesha/projects/kesha-tg-bot	2	in_progress	ba232b8a-f4ee-4efb-ac14-dde909e7e834	1	fix-runtime-handoff	archived	2	1	0	0
kesha-tg-bot	/home/kesha/projects/kesha-tg-bot	3	done		0				4	0	0
kesha-tg-bot	/home/kesha/projects/kesha-tg-bot	4	done		0				1	0	0
kesha-tg-bot	/home/kesha/projects/kesha-tg-bot	5	done		0				3	0	0
kesha-tg-bot	/home/kesha/projects/kesha-tg-bot	6	done	383aada1-f58c-49fd-9e22-ec6db32cce14	1	feat-quota-view	archived		3	1	0
kesha-tg-bot	/home/kesha/projects/kesha-tg-bot	18	new		0				0	0	0
kesha-tg-bot	/home/kesha/projects/kesha-tg-bot	19	done	d42c9f9a-8806-4220-a9ce-9ac9a955e8e9	1	fix-argv-secrets	archived		2	1	1
kesha-tg-bot	/home/kesha/projects/kesha-tg-bot	22	new		0				0	0	0
orchestra		1	new		0					0	0
orchestra		2	new		0					0	0
seedon	/home/kesha/projects/seedon	1	done	520c5935-5174-4b53-aa3f-81d9a016501c	1	seo-cro	idle		0	1	0
seedon	/home/kesha/projects/seedon	2	done		0				1	1	1
seedon	/home/kesha/projects/seedon	3	in_progress	35912f23-d03b-4a63-94d5-6fb678d0d672	1	accountant	idle		9	10	10
seedon	/home/kesha/projects/seedon	4	done	62b74a48-2045-4959-b7e6-f2b3c1834767	1	tax-rsv	archived		1	1	1
seedon	/home/kesha/projects/seedon	5	done	e5bda5b5-6c44-4bdb-bf73-266062090fd2	1	rsya-inventory	archived		2	2	2
seedon	/home/kesha/projects/seedon	7	done		0				2	2	2
seedon	/home/kesha/projects/seedon	8	done		0				1	1	1
seedon	/home/kesha/projects/seedon	9	done		0				2	2	2
seedon	/home/kesha/projects/seedon	10	done		0				0	2	0
seedon	/home/kesha/projects/seedon	11	done		0				3	2	2
seedon	/home/kesha/projects/seedon	12	done		0				0	2	0
seedon	/home/kesha/projects/seedon	13	done		0				0	1	0
seedon	/home/kesha/projects/seedon	14	new		0				1	1	1
seedon	/home/kesha/projects/seedon	15	done		0				1	2	0
seedon	/home/kesha/projects/seedon	16	done	d30ed58c-beee-43f3-846a-e017825b548f	1	repo-split	archived		1	6	2
seedon	/home/kesha/projects/seedon	17	new		0				5	3	3
seedon	/home/kesha/projects/seedon	19	new		0				2	4	4
seedon	/home/kesha/projects/seedon	21	done		0				0	2	0
seedon	/home/kesha/projects/seedon	22	new		0				0	0	0
seedon	/home/kesha/projects/seedon	23	new		0				0	0	0
seedon	/home/kesha/projects/seedon	24	new		0				1	4	4
seedon	/home/kesha/projects/seedon	25	done		0				0	1	0
seedon	/home/kesha/projects/seedon	26	new		0				3	1	1
seedon	/home/kesha/projects/seedon	28	done		0				0	1	0
seedon	/home/kesha/projects/seedon	29	new		0				0	0	0
seedon	/home/kesha/projects/seedon	30	done		0				2	2	2
seedon	/home/kesha/projects/seedon	31	done		0				0	1	0
seedon	/home/kesha/projects/seedon	32	done	c566726e-175e-4b56-bfbf-9475d5e9f814	1	fix-rkn-wording	archived		1	1	1
seedon	/home/kesha/projects/seedon	33	done		0				2	1	1
seedon	/home/kesha/projects/seedon	35	done	b5abb33a-4567-4a47-8cff-df8520c29e04	1	purge-pd	archived		2	3	3
seedon	/home/kesha/projects/seedon	36	done		0				1	1	1
seedon	/home/kesha/projects/seedon	37	done	53f9c361-1cb1-4d78-a186-532e84c2c003	1	inv-site	archived		2	1	1
seedon	/home/kesha/projects/seedon	40	done		0				1	1	1
seedon	/home/kesha/projects/seedon	41	done		0				1	1	1
seedon	/home/kesha/projects/seedon	42	done	d98fc182-db9a-4b96-b092-269f22ee0e8f	1	restore-pd	archived		0	2	2
seedon	/home/kesha/projects/seedon	43	new		0				0	1	0
seedon	/home/kesha/projects/seedon	44	done		0				1	1	1
seedon	/home/kesha/projects/seedon	45	done		0				0	2	0
seedon	/home/kesha/projects/seedon	46	new		0				0	3	0
seedon	/home/kesha/projects/seedon	47	new		0				0	3	0
seedon	/home/kesha/projects/seedon	48	done		0				0	1	1
seedon	/home/kesha/projects/seedon	49	done		0				3	5	5
seedon	/home/kesha/projects/seedon	50	done	9e1805f1-a66e-4e54-b22f-26470e195017	1	docs-audit	archived		3	3	3
seedon	/home/kesha/projects/seedon	51	done		0				5	4	4
seedon	/home/kesha/projects/seedon	52	done	ae56dc70-635e-4d38-a1a3-becc6f585830	1	offer-test	archived		2	3	3
seedon	/home/kesha/projects/seedon	53	done		0				4	5	5
seedon	/home/kesha/projects/seedon	54	done		0				0	1	0
seedon	/home/kesha/projects/seedon	56	done		0				1	2	0
seedon	/home/kesha/projects/seedon	59	done		0				1	0	0
seedon	/home/kesha/projects/seedon	61	done		0				0	1	0
seedon	/home/kesha/projects/seedon	62	done		0				4	2	2
seedon	/home/kesha/projects/seedon	63	done		0				1	1	1
seedon	/home/kesha/projects/seedon	64	done		0				2	2	2
seedon	/home/kesha/projects/seedon	66	done		0				0	1	0
seedon	/home/kesha/projects/seedon	67	done		0				2	2	2
seedon	/home/kesha/projects/seedon	68	done		0				0	1	0
seedon	/home/kesha/projects/seedon	69	done		0				7	4	4
seedon	/home/kesha/projects/seedon	70	new		0				0	1	0
seedon	/home/kesha/projects/seedon	71	done		0				0	1	0
seedon	/home/kesha/projects/seedon	72	done		0				1	7	1
seedon	/home/kesha/projects/seedon	74	done		0				2	1	1
seedon	/home/kesha/projects/seedon	75	done		0				0	1	1
seedon	/home/kesha/projects/seedon	77	done		0				5	4	4
seedon	/home/kesha/projects/seedon	78	done		0				2	1	1
seedon	/home/kesha/projects/seedon	79	done		0				1	2	0
seedon	/home/kesha/projects/seedon	80	done	9c47aa71-ffac-4baa-ad07-f1827db72a18	1	fix-mcp-schema	archived		4	1	1
seedon	/home/kesha/projects/seedon	81	done		0				3	2	2
seedon	/home/kesha/projects/seedon	82	done		0				1	1	1
seedon	/home/kesha/projects/seedon	84	done		0				1	2	2
seedon	/home/kesha/projects/seedon	85	done		0				1	3	3
seedon	/home/kesha/projects/seedon	86	done		0				1	1	1
seedon	/home/kesha/projects/seedon	87	done		0				0	1	1
seedon	/home/kesha/projects/seedon	88	done	5cfcf3f3-90e1-4281-96a2-6824b9de13a9	1	feat-direct-api	archived		6	2	2
seedon	/home/kesha/projects/seedon	89	done		0				1	1	1
seedon	/home/kesha/projects/seedon	90	done		0				1	1	1
seedon	/home/kesha/projects/seedon	91	done		0				2	2	2
seedon	/home/kesha/projects/seedon	92	done		0				2	2	2
seedon	/home/kesha/projects/seedon	93	done		0				1	1	1
seedon	/home/kesha/projects/seedon	94	new		0				13	13	11
seedon	/home/kesha/projects/seedon	96	new		0				4	3	0
seedon	/home/kesha/projects/seedon	97	done		0				0	1	0
seedon	/home/kesha/projects/seedon	98	done		0				1	2	1
seedon	/home/kesha/projects/seedon	99	done		0				2	2	2
seedon	/home/kesha/projects/seedon	100	done		0				1	1	1
seedon	/home/kesha/projects/seedon	101	done	313c5206-05fe-4a02-b9ba-0928eed88a98	1	feat-groom-demo	archived		5	3	3
seedon	/home/kesha/projects/seedon	102	done		0				2	2	2
