session_id	name	scope	cwd	status	branch	branch_ref_exists	merge_base	commits_since_merge_base_count	cherry_plus_count	cherry_minus_count	commit_hashes
02ed84b8-148d-4433-b9bd-8e6aa2390722	luna-wip-diff	/home/kesha/orchestra	/home/kesha/orchestra/worktrees/home-kesha-orchestra/luna-wip-diff	archived	task-225/luna-wip-diff	1	8bd9bd60ad22302d1821c676916a409d24ab1910	0	0	0	[]
02ed8a76-5461-4196-8714-a4397f7a9f65	fan219-memory	/home/kesha/orchestra	/home/kesha/orchestra/worktrees/home-kesha-bench219-repo-b/fan219-memory	archived	feat/home-kesha-bench219-repo-b/fan219-memory	0					
0e2471a2-b1d8-4b58-8ec3-454f32a6e7bd	designer	/home/kesha/projects/seedon	/home/kesha/orchestra/worktrees/home-kesha-projects-seedon/designer	idle	adhoc-1786448033-42/designer	1	f84b7cf82e6f266bb9dd92d20223b89765be93d4	0	0	0	[]
0fe98151-9f13-4da1-83b9-138b30e74e55	m128-b7	/home/kesha/orchestra	/home/kesha/orchestra/worktrees/home-kesha-orchestra/m128-b7	archived	feat/home-kesha-orchestra/m128-b7	1	81caddb41e7199573b36c35ea9db09a7a47c6366	0	0	0	[]
120d678f-9b75-41f0-af57-967ac3ee3f52	sales	/home/kesha/projects/seedon	/home/kesha/orchestra/worktrees/home-kesha-projects-seedon/sales	idle	adhoc-1786598826-6/sales	1	9dc7490ca190473fcd378cce178aa46f55c38d38	0	0	0	[]
1324221d-9bd4-42f1-9d72-c717fb43cbc7	perf-codex-runtime	/home/kesha/projects/seedon	/home/kesha/orchestra/worktrees/home-kesha-projects-seedon/perf-codex-runtime	archived	task-105/perf-codex-runtime	1	b23c22e1538f4720c94a7f64d9f18e3e1a27b340	0	0	0	[]
13548b4e-a632-4458-961b-b16954b3bcda	fan219-m3-rep1	/home/kesha/orchestra	/home/kesha/orchestra/worktrees/home-kesha-bench219-p2-4/fan219-m3-rep1	archived	feat/home-kesha-bench219-p2-4/fan219-m3-rep1	0					
